game_id,game_name
1,Ultra Street Fighter IV
2,FINAL FANTASY XIII
3,The Elder Scrolls V Skyrim
4,Sid Meier's Civilization V
5,L.A. Noire
6,Company of Heroes Tales of Valor
7,7 Days to Die
8,Divekick
9,FINAL FANTASY VII
10,Orcs Must Die! 2
11,Killing Floor
12,Company of Heroes
13,Bastion
14,Undertale
15,Counter-Strike Global Offensive
16,Orcs Must Die!
17,THE KING OF FIGHTERS XIII STEAM EDITION
18,GUILTY GEAR XX ACCENT CORE PLUS R
19,Skullgirls
20,Assassin's Creed II
21,Company of Heroes Opposing Fronts
22,Team Fortress 2
23,Alien Swarm
24,Dota 2
25,Counter-Strike Source
26,Rust
27,Saints Row IV
28,Dead Island Riptide
29,Flatout 3
30,Garry's Mod
31,Counter-Strike Nexon Zombies
32,Outlast
33,Robocraft
34,Far Cry 3
35,Everlasting Summer
36,Dead Island Epidemic
37,War Thunder
38,DCS World
39,Far Cry 3 Blood Dragon
40,ORION Prelude
41,Hotline Miami
42,Goat Simulator
43,Hotline Miami 2 Wrong Number
44,Amnesia A Machine for Pigs
45,Counter-Strike Condition Zero
46,Counter-Strike
47,Rocket League
48,Left 4 Dead 2
49,Audiosurf
50,Fallout 3 - Game of the Year Edition
51,The Elder Scrolls IV Oblivion 
52,Terraria
53,Assassin's Creed Brotherhood
54,Grand Theft Auto V
55,Saints Row 2
56,Grand Theft Auto Episodes from Liberty City
57,The Witcher Enhanced Edition
58,Super Meat Boy
59,Left 4 Dead
60,Saints Row The Third
61,Batman Arkham Origins
62,The Witcher 2 Assassins of Kings Enhanced Edition
63,The Elder Scrolls III Morrowind
64,Bookworm Adventures Deluxe
65,Star Wars Knights of the Old Republic
66,Watch_Dogs
67,Sleeping Dogs
68,GRID
69,Hidden Object Bundle 4 in 1
70,Darksiders
71,Worms Reloaded
72,FlatOut Ultimate Carnage
73,SimCity 4 Deluxe
74,Portal 2
75,Call of Duty Black Ops - Multiplayer
76,Rogue Legacy
77,Trine
78,Chivalry Medieval Warfare
79,Spelunky
80,Ghost Master
81,Peggle Deluxe
82,Alan Wake
83,Peggle Nights
84,Sherlock Holmes Nemesis
85,Puzzler World 2
86,Tomb Raider
87,Bejeweled 3
88,Half-Life 2
89,Alice Madness Returns
90,BioShock
91,The Book of Unwritten Tales
92,FEZ
93,The Movies
94,Guacamelee! Gold Edition
95,The Walking Dead
96,MacGuffin's Curse
97,The Testament of Sherlock Holmes
98,Bully Scholarship Edition
99,Indigo Prophecy
100,Just Cause 2
101,Crazy Machines 2
102,The Secret of Monkey Island Special Edition
103,Kingdoms of Amalur Reckoning
104,"Cook, Serve, Delicious!"
105,Deponia The Complete Journey
106,Game Dev Tycoon
107,Prison Architect
108,Call of Duty Modern Warfare 2
109,Tales of Monkey Island Chapter 1 - Launch of the Screaming Narwhal
110,DiRT 2
111,Worms Clan Wars
112,Ghostbusters The Video Game
113,Monkey Island 2 Special Edition
114,Vessel
115,Dishonored
116,4 Elements
117,Cryostasis
118,The Ball
119,TrackMania Stadium
120,Aura Fate of the Ages
121,Cave Story+
122,Scribblenauts Unlimited
123,Eets
124,Trials 2 Second Edition
125,Grim Legends The Forsaken Bride
126,Call of Duty Modern Warfare 2 - Multiplayer
127,Machinarium
128,Call of Duty Black Ops
129,Nightmares from the Deep 2 The Siren`s Call
130,Banished
131,Lara Croft and the Guardian of Light
132,Antichamber
133,Tales of Monkey Island Chapter 2 - The Siege of Spinner Cay 
134,The Jackbox Party Pack
135,Abyss The Wraiths of Eden
136,Anodyne
137,Tales of Monkey Island Chapter 3 - Lair of the Leviathan 
138,Penumbra Overture
139,Singularity
140,Osmos
141,The Maw
142,Psychonauts
143,Poker Night at the Inventory
144,Penumbra Black Plague
145,Sinister City
146,Puzzle Agent
147,S.T.A.L.K.E.R. Shadow of Chernobyl
148,Cargo! - The quest for gravity
149,Rocketbirds Hardboiled Chicken
150,Atom Zombie Smasher 
151,Nightmares from the Deep The Cursed Heart
152,"Papers, Please"
153,Insanely Twisted Shadow Planet
154,Surgeon Simulator
155,Cities Skylines
156,Alchemy Mysteries Prague Legends
157,Clockwork Tales Of Glass and Ink
158,CID The Dummy
159,Tales of Monkey Island Chapter 4 - The Trial and Execution of Guybrush Threepwood 
160,Portal
161,Puzzle Agent 2
162,Torchlight II
163,9 Clues The Secret of Serpent Creek
164,The Tiny Bang Story
165,Braid
166,VVVVVV
167,And Yet It Moves
168,Broken Age
169,Wallace & Gromit Ep 1 Fright of the Bumblebees
170,Shoppe Keep
171,Gone Home
172,Windosill
173,Plants vs. Zombies Game of the Year
174,Sam & Max 105 Reality 2.0
175,Tales of Monkey Island Chapter 5 - Rise of the Pirate God
176,ibb & obb
177,Botanicula
178,Monaco
179,Obulis
180,Nidhogg
181,Sam & Max 106 Bright Side of the Moon
182,Chime
183,RollerCoaster Tycoon 3 Platinum!
184,Sam & Max 101 Culture Shock
185,Sam & Max 104 Abe Lincoln Must Die!
186,"Ben There, Dan That!"
187,Hector Ep 1
188,Resident Evil 5 / Biohazard 5
189,Dungeon Defenders
190,The Wolf Among Us
191,Fate of the World
192,State of Decay
193,Contagion
194,Shatter
195,World of Goo
196,Toki Tori
197,The Beginner's Guide
198,Octodad Dadliest Catch
199,TRAUMA
200,Trials Evolution Gold Edition
201,Half-Life
202,"Sam & Max 103 The Mole, the Mob and the Meatball"
203,Penumbra Requiem
204,Spectraball
205,Plain Sight
206,The Cave
207,Crayon Physics Deluxe
208,Sonic & All-Stars Racing Transformed
209,Just Cause 2 Multiplayer Mod
210,Blocks That Matter
211,"Time Gentlemen, Please!"
212,Trine 2
213,F.E.A.R. 2 Project Origin
214,Dark Souls Prepare to Die Edition
215,Blur
216,YOU DON'T KNOW JACK Vol. 1 XL
217,Unturned
218,Port of Call
219,Magicka
220,The Stanley Parable
221,Sam & Max 102 Situation Comedy
222,LEGO Worlds
223,Zeno Clash
224,FORCED
225,Hydrophobia Prophecy
226,Gravilon
227,The Longest Journey
228,Shadow Puppeteer
229,The Path - Prologue
230,The Misadventures of P.B. Winterbottom
231,Vertiginous Golf
232,BattleBlock Theater
233,EDGE
234,Shank 2
235,Jolly Rover
236,Fallout New Vegas
237,Team Fortress Classic
238,Tomb Raider I
239,RUSH
240,Sid Meier's Civilization IV
241,Half-Life 2 Episode Two
242,Empire Total War
243,Napoleon Total War
244,Heroes & Generals
245,La Tale
246,Endless Sky
247,Amazing World
248,Hazard Ops
249,Codename CURE
250,Blacklight Retribution
251,Arma 2
252,Quake Live
253,R.U.S.E
254,Total War ROME II - Emperor Edition
255,Star Wars - Battlefront II
256,Stronghold 3
257,Starpoint Gemini 2
258,Don't Starve
259,Democracy 3
260,This War of Mine
261,Tropico 5
262,AdVenture Capitalist
263,Life Is Strange
264,Fallout 4
265,Risen 2 - Dark Waters
266,Hitman Absolution
267,Killing Floor 2
268,Spooky's House of Jump Scares
269,"Warhammer 40,000 Dawn of War  Dark Crusade"
270,Age of Empires III Complete Collection
271,"Warhammer 40,000 Space Marine"
272,Age of Empires II HD Edition
273,Reus
274,Borderlands 2
275,Need for Speed Hot Pursuit
276,DARK SOULS II Scholar of the First Sin
277,The Forest
278,Realm of the Mad God
279,FINAL FANTASY III
280,Mirror's Edge
281,Knights of Pen and Paper +1
282,Dead Space
283,Crysis 2 Maximum Edition
284,Ys Origin
285,Mark of the Ninja
286,Dust An Elysian Tail
287,Arma 3
288,ARK Survival Evolved
289,Arma 2 Operation Arrowhead
290,Space Engineers
291,Sniper Ghost Warrior
292,PAYDAY 2
293,Euro Truck Simulator 2
294,Farming Simulator 15
295,Sniper Ghost Warrior 2
296,BLOCKADE 3D
297,HAWKEN
298,Dead Island
299,Rise of Nations Extended Edition
300,Warframe
301,Sid Meier's Civilization Beyond Earth
302,PlanetSide 2
303,Need for Speed SHIFT
304,APB Reloaded
305,SpeedRunners
306,Toribash
307,Tactical Intervention
308,Hitman 2 Silent Assassin
309,Insurgency Modern Infantry Combat
310,Mafia II
311,Jagged Alliance - Back in Action
312,Half-Life 2 Deathmatch
313,Kentucky Route Zero
314,LIMBO
315,Magic The Gathering - Duels of the Planeswalkers
316,Commandos 2 Men of Courage
317,AirMech
318,Starbound
319,Verdun
320,The Mighty Quest For Epic Loot
321,RaceRoom Racing Experience 
322,WARMODE
323,Gotham City Impostors Free To Play
324,Hitman Sniper Challenge
325,Tom Clancy's Rainbow Six 3 Gold Edition
326,Rome Total War
327,Rome Total War - Alexander
328,Half-Life 2 Lost Coast
329,Besiege
330,Day of Defeat Source
331,Endless Space
332,Football Manager 2011
333,Half-Life Source
334,Stronghold HD
335,The Lord of the Rings Online
336,The Binding of Isaac Rebirth
337,Recettear An Item Shop's Tale
338,Metro Last Light Redux
339,Metro 2033 Redux
340,BioShock Infinite
341,Tom Clancy's Splinter Cell Blacklist
342,Oddworld Abe's Exoddus
343,Nosgoth
344,The Ship
345,"Warhammer 40,000 Dawn of War II"
346,Crusader Kings II
347,Max Payne 3
348,FreeStyle2 Street Basketball
349,Dirty Bomb
350,Shovel Knight
351,Red Faction Armageddon
352,Broken Sword 3 - the Sleeping Dragon
353,The Last Remnant
354,Resident Evil Revelations 2 / Biohazard Revelations 2
355,Death Skid Marks
356,Oceanhorn Monster of Uncharted Seas
357,The Vanishing of Ethan Carter
358,Road Redemption
359,Styx Master of Shadows
360,The Evil Within
361,Serious Sam HD The Second Encounter
362,Call of Duty Modern Warfare 3 - Multiplayer
363,Call of Duty Modern Warfare 3
364,Call of Duty Advanced Warfare
365,Star Wars The Force Unleashed Ultimate Sith Edition
366,Call of Duty Advanced Warfare - Multiplayer
367,Aliens vs. Predator
368,Call of Duty Ghosts
369,HuniePop
370,Amnesia The Dark Descent
371,Grand Theft Auto San Andreas
372,The Walking Dead Season Two
373,Poker Night 2
374,Castle Crashers
375,Rabbit Hole 3D Steam Edition
376,The Basement Collection
377,Only If
378,Haunted Memories
379,Homefront
380,Half-Life 2 Episode One
381,Medieval II Total War
382,Men of War
383,Medieval II Total War Kingdoms
384,Sniper Elite V2
385,Men of War Vietnam
386,Wargame European Escalation
387,Men of War Condemned Heroes
388,Toy Soldiers
389,Men of War Assault Squad
390,Vindictus
391,Archeblade
392,Creativerse
393,Speedball 2 Tournament
394,Mass Effect
395,Dragon Age Origins - Ultimate Edition
396,Mass Effect 2
397,Fable - The Lost Chapters
398,DayZ
399,Elite Dangerous
400,Sins of a Solar Empire Rebellion
401,Darksiders II
402,Batman Arkham Asylum GOTY Edition
403,Deus Ex Human Revolution
404,The Binding of Isaac
405,STAR WARS Knights of the Old Republic II The Sith Lords
406,Far Cry 4
407,Risk of Rain
408,Wasteland 2
409,FTL Faster Than Light
410,Metro 2033
411,Europa Universalis IV
412,The Banner Saga
413,Guns of Icarus Online
414,Batman Arkham City
415,Magicite
416,Don't Starve Together Beta
417,Fallout
418,Spec Ops The Line
419,System Shock 2
420,Dominions 4
421,Crypt of the NecroDancer
422,God Mode
423,Age of Mythology Extended Edition
424,Shadowrun Dragonfall - Director's Cut
425,BioShock 2
426,Divinity II Developer's Cut
427,Stronghold Crusader HD
428,Cities XL Platinum
429,Red Faction Guerrilla Steam Edition
430,SOMA
431,Retrovirus
432,Hammerwatch
433,RAW - Realms of Ancient War
434,Evochron Mercenary
435,DOOM 3 BFG Edition
436,Little Inferno
437,Dear Esther
438,Fallout 2
439,Fallout Tactics
440,Of Orcs And Men
441,Confrontation
442,Total War SHOGUN 2
443,Stronghold 2
444,Game of Thrones 
445,Star Wars - Jedi Knight II Jedi Outcast
446,Blood Bowl Legendary Edition
447,Costume Quest
448,Call of Duty Black Ops II - Multiplayer
449,theHunter
450,Call of Duty 4 Modern Warfare
451,Insurgency
452,Call of Duty Black Ops II
453,Assassin's Creed
454,Half-Life Deathmatch Source
455,Call of Duty World at War
456,Half-Life Opposing Force
457,Star Trek D-A-C
458,Enclave
459,Clicker Heroes
460,Gems of War
461,Burnout Paradise The Ultimate Box
462,S.K.I.L.L. - Special Force 2
463,Path of Exile
464,12 Labours of Hercules
465,9 Clues 2 The Ward
466,The Darkness II
467,Strife
468,Frankenstein Master of Death
469,War Inc. Battlezone
470,Far Cry 2
471,Warface
472,Sakura Clicker
473,Nikopol Secrets of the Immortals
474,Anomaly Warzone Earth
475,Lead and Gold - Gangs of the Wild West
476,Teddy Floppy Ear - The Race
477,Curse The Eye of Isis
478,Stronghold Kingdoms
479,Rising Storm/Red Orchestra 2 Multiplayer
480,Counter-Strike Condition Zero Deleted Scenes
481,Call of Duty Black Ops II - Zombies
482,DC Universe Online
483,Champions Online
484,Grand Theft Auto IV
485,PAYDAY The Heist
486,Natural Selection 2
487,"Warhammer 40,000 Dawn of War II  Retribution"
488,MURDERED SOUL SUSPECT
489,Rochard
490,Superbrothers Sword & Sworcery EP
491,Train Simulator
492,H1Z1
493,Mystery PI The Vegas Heist
494,Mystery P.I. The Lottery Ticket
495,Amazing Adventures Around the World
496,Mishap An Accidental Haunting
497,Chuzzle Deluxe
498,The Wizard's Pen
499,Amazing Adventures The Lost Tomb
500,Big Money! Deluxe
501,Escape Rosecliff Island
502,Talismania Deluxe
503,Dynomite! Deluxe
504,Anno 2070
505,Bejeweled Deluxe
506,Feeding Frenzy 2 Shipwreck Showdown Deluxe
507,Bejeweled 2 Deluxe
508,Two Worlds II
509,Medal of Honor(TM) Multiplayer
510,Medal of Honor(TM) Single Player
511,Neverwinter
512,CroNix
513,Command and Conquer Red Alert 3 - Uprising
514,Planetary Annihilation
515,Synergy
516,Borderlands
517,Universe Sandbox
518,Tom Clancy's Splinter Cell Conviction
519,Hunting Unlimited 2010
520,Sanctum
521,Nether
522,Thinking with Time Machine
523,GameMaker Studio
524,POSTAL 2
525,Fallout 3
526,Half-Life Blue Shift
527,Worms Revolution
528,S.T.A.L.K.E.R. Clear Sky
529,Ragnarok Online 2
530,Dungeon Defenders II
531,Magicka Wizard Wars
532,Company of Heroes 2
533,Dead Rising 3
534,Dungeonland
535,XCOM Enemy Unknown
536,Supreme Commander 2
537,Zombie Driver HD
538,Football Manager 2014
539,Afterfall InSanity Extended Edition
540,X-COM Terror from the Deep
541,X-COM Interceptor
542,Kerbal Space Program
543,X-COM UFO Defense
544,Burstfire
545,NBA 2K16
546,Grand Theft Auto Vice City
547,Grand Theft Auto III
548,Hitman Codename 47
549,Deus Ex Game of the Year Edition
550,Grand Theft Auto
551,Magic 2014 
552,Magic Duels
553,Puzzle Dimension
554,Cogs
555,Droplitz
556,PC Gamer
557,Tidalis
558,Monday Night Combat
559,Kane & Lynch 2 Dog Days
560,Small World 2
561,Iron Grip Warlord
562,Syberia
563,Prototype
564,Assassin's Creed IV Black Flag
565,Shadow Warrior
566,Just Cause 3
567,Torchlight
568,Uplink
569,Assassin's Creed Revelations
570,Intrusion 2
571,Crysis
572,SpaceChem
573,3DMark
574,BIT.TRIP RUNNER
575,Jamestown
576,Sonic Generations
577,Revenge of the Titans
578,DLC Quest
579,Joe Danger 2 The Movie
580,Tiny and Big Grandpa's Leftovers
581,Steel Storm Burning Retribution
582,DEFCON
583,Gratuitous Space Battles
584,Strike Suit Zero
585,Frozen Synapse
586,RACE 07
587,Darwinia
588,BIT.TRIP Presents... Runner2 Future Legend of Rhythm Alien
589,Test Drive Unlimited 2
590,LEGO MARVEL Super Heroes
591,StarForge
592,SkyDrift
593,Batman Arkham City GOTY
594,Awesomenauts
595,Ace of Spades
596,Dragon Nest Europe
597,Loadout
598,Smashmuck Champions
599,Minimum
600,BRINK
601,Royal Quest
602,Defense Grid The Awakening
603,Firefall
604,Dungeon Siege III
605,Magic Barrage - Bitferno
606,Mad Max
607,Duke Nukem Forever
608,Call of Juarez The Cartel
609,Age of Chivalry
610,Zombie Panic Source
611,Might & Magic Heroes VI
612,Wargame Red Dragon
613,Total War ATTILA
614,Call of Duty Ghosts - Multiplayer
615,Men of War Assault Squad 2
616,GRID 2
617,The Elder Scrolls Online Tamriel Unlimited
618,Arma 2 Operation Arrowhead Beta (Obsolete)
619,Victoria II
620,Hearts of Iron III
621,Hegemony III Clash of the Ancients
622,Tropico 4
623,Commander Conquest of the Americas
624,Hegemony Gold Wars of Ancient Greece
625,Europa Universalis Rome - Gold Edition
626,Gear Up
627,RIFT
628,Mount & Blade Warband
629,Company of Heroes (New Steam Version)
630,South Park The Stick of Truth
631,Tropico 3 Absolute Power
632,METAL GEAR SOLID V THE PHANTOM PAIN
633,DARK SOULS II
634,Pillars of Eternity
635,The Witcher 3 Wild Hunt
636,Divinity Original Sin
637,Rayman Legends
638,Batman Arkham Knight
639,Ori and the Blind Forest
640,Assassins Creed Unity
641,METAL GEAR SOLID V GROUND ZEROES
642,Shadow Warrior Classic (1997)
643,Cry of Fear
644,Call of Duty Black Ops III
645,Remember Me
646,Injustice Gods Among Us Ultimate Edition
647,Quake II
648,Estranged Act I
649,Pinball FX2
650,Quake III Arena
651,Tomb Raider II
652,Tom Clancy's Ghost Recon Phantoms - EU
653,Pinball Arcade
654,Borderlands The Pre-Sequel
655,Middle-earth Shadow of Mordor
656,PROTOTYPE 2
657,Fiesta Online
658,Reign Of Kings
659,Defiance
660,Soccer Manager 2016
661,School of Dragons How to Train Your Dragon
662,Fishing Planet
663,Marvel Heroes 2015
664,Disney Infinity 2.0
665,DiRT Showdown
666,Serious Sam 3 BFE
667,Lost Planet Extreme Condition
668,Star Wars Jedi Knight Jedi Academy
669,Metro Last Light
670,No More Room in Hell
671,SMITE
672,WORLD END ECONOMiCA episode.01
673,Assassin's Creed III
674,X3 Albion Prelude
675,Icewind Dale Enhanced Edition
676,The Settlers 7 Paths to a Kingdom - Gold Edition
677,Star Trek Online
678,Thief
679,Train Fever
680,Command and Conquer Red Alert 3
681,Offworld Trading Company
682,Empyrion - Galactic Survival
683,Sunless Sea
684,Maia
685,Battlestations Pacific
686,Savage Lands
687,Medieval Engineers
688,Sanctum 2
689,Thief 2
690,X-Tension
691,Thief Gold
692,Dungeon Siege
693,X3 Terran Conflict
694,Castle Story
695,Football Manager 2013
696,Football Manager 2016
697,Football Manager 2012
698,Football Manager 2015
699,Infestation Survivor Stories
700,Sniper Elite Nazi Zombie Army
701,Aliens Colonial Marines
702,Battlefield Bad Company 2
703,LEGO The Lord of the Rings
704,Fistful of Frags
705,Dead Rising 2
706,Lucius
707,LEGO Batman 3 Beyond Gotham
708,Primal Carnage
709,Depth
710,Arma 2 DayZ Mod
711,Aftermath
712,Double Action Boogaloo
713,Quantum Rush Online
714,Survarium
715,sZone-Online
716,Darkwind War on Wheels
717,Source Filmmaker
718,Warlock 2 the Exiled
719,Renowned Explorers International Society
720,RPG Maker VX Ace
721,Space Pirates and Zombies
722,NEO Scavenger
723,Xenonauts
724,Always Sometimes Monsters
725,Redshirt
726,Shadowrun Returns
727,Puzzle Quest
728,Deponia
729,Agarest Zero
730,Darkest Dungeon
731,Zafehouse Diaries
732,Evil Genius
733,Vertical Drop Heroes HD
734,Five Nights at Freddy's
735,Sid Meier's Pirates!
736,CastleStorm
737,Plague Inc Evolved
738,Nation Red
739,Rebel Galaxy
740,Noir Syndrome
741,Door Kickers
742,Divinity Dragon Commander
743,Skulls of the Shogun
744,DUNGEONS - Steam Special Edition
745,Cosmonautica
746,Sengoku
747,Mabinogi
748,Shattered Planet
749,Dungeons of Dredmor
750,Worms Ultimate Mayhem
751,Unholy Heights
752,Pixel Piracy
753,Reverse Crawl
754,Q.U.B.E Director's Cut
755,Puzzle Pirates
756,Frozen Synapse Prime
757,Knock-knock
758,Nimble Quest
759,Vampire The Masquerade - Bloodlines
760,Relic Hunters Zero
761,Tom Clancy's Ghost Recon Phantoms - NA
762,Trove
763,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full Burst
764,A.V.A - Alliance of Valiant Arms
